student_id,attendance_percent,mid_exam_score,final_exam_score,assignments_avg,study_hours_per_week,success_status,
2282,75,59,85,63,8,Pass,
2283,92,71,39,82,20,Fail,
2284,59,40,52,68,21,Fail,
2285,79,56,45,70,18,Fail,
2286,99,53,45,97,7,Fail,
2287,67,68,85,67,16,Fail,
2288,66,47,35,48,23,Fail,
2289,75,74,59,84,10,Fail,
2290,57,41,92,65,3,Fail,
2291,96,78,30,88,6,Fail,
2292,89,60,80,86,22,Pass,
2293,98,51,75,41,24,Fail,
2294,61,73,50,45,6,Fail,
2295,76,93,67,68,13,Pass,
2296,57,54,98,65,11,Fail,
2297,74,80,92,67,5,Fail,
2298,95,36,79,46,13,Fail,
2299,53,35,41,73,16,Fail,
2300,82,53,98,95,11,Pass,
2301,50,48,73,84,19,Fail,
2302,68,38,81,49,6,Fail,
2303,80,65,38,87,14,Fail,
2304,65,69,94,80,5,Fail,
2305,63,53,39,79,10,Fail,
2306,97,77,75,96,19,Pass,
2307,54,92,87,86,4,Fail,
2308,90,98,66,61,12,Pass,
2309,75,82,81,66,5,Pass,
2310,77,83,42,78,10,Fail,
2311,51,71,35,61,13,Fail,
2312,99,74,87,94,11,Pass,
2313,55,43,77,58,11,Fail,
2314,58,58,61,75,10,Fail,
2315,82,35,40,48,11,Fail,
2316,90,36,34,58,10,Fail,
2317,74,66,35,41,2,Fail,
2318,97,82,50,67,23,Fail,
2319,62,47,71,100,17,Fail,
2320,58,67,56,98,15,Fail,
2321,62,88,32,78,14,Fail,
2322,80,30,89,61,7,Pass,
2323,90,97,95,90,15,Pass,
2324,60,73,78,45,9,Fail,
2325,53,76,63,86,24,Fail,
2326,83,64,66,46,24,Fail,
2327,87,89,71,45,19,Fail,
2328,95,81,94,72,21,Pass,
2329,53,37,89,99,2,Fail,
2330,87,70,30,53,13,Fail,
2331,68,32,88,40,12,Fail,
2332,55,98,33,64,14,Fail,
2333,83,43,43,45,24,Fail,
2334,67,55,47,67,5,Fail,
2335,62,99,63,57,7,Fail,
2336,90,87,30,66,23,Fail,
2337,72,69,82,88,14,Fail,
2338,68,80,51,98,23,Fail,
2339,94,34,90,99,14,Pass,
2340,60,61,51,41,7,Fail,
2341,50,30,79,79,23,Fail,
2342,73,83,45,60,5,Fail,
2343,56,40,57,62,22,Fail,
2344,74,82,99,94,4,Fail,
2345,70,37,71,41,16,Fail,
2346,64,54,95,55,12,Fail,
2347,50,69,100,43,3,Fail,
2348,61,61,64,73,24,Fail,
2349,56,57,49,94,18,Fail,
2350,64,32,31,44,24,Fail,
2351,70,91,36,88,3,Fail,
2352,68,56,78,73,22,Fail,
2353,78,74,38,61,2,Fail,
2354,74,54,56,85,6,Fail,
2355,82,90,31,59,21,Fail,
2356,98,73,97,78,18,Pass,
2357,81,75,89,86,2,Pass,
2358,98,43,78,89,8,Pass,
2359,84,37,31,52,4,Fail,
2360,93,77,46,83,17,Fail,
2361,87,43,49,73,17,Fail,
2362,75,94,61,83,13,Pass,
2363,60,36,80,45,10,Fail,
2364,84,78,71,95,15,Pass,
2365,57,84,92,68,13,Fail,
2366,95,42,90,72,17,Pass,
2367,63,85,91,92,18,Fail,
2368,59,85,32,40,13,Fail,
2369,51,44,55,86,5,Fail,
2370,95,86,77,98,18,Pass,
2371,58,87,37,87,2,Fail,
2372,52,64,34,93,22,Fail,
2373,70,45,40,46,18,Fail,
2374,75,37,71,61,12,Pass,
2375,57,74,70,71,20,Fail,
2376,97,69,48,53,24,Fail,
2377,51,83,77,100,19,Fail,
2378,55,43,82,96,21,Fail,
2379,77,88,84,90,3,Pass,
2380,78,82,90,63,10,Pass,
2381,75,56,61,58,10,Fail,
2382,74,76,75,66,13,Fail,
2383,61,35,65,99,14,Fail,
2384,54,84,47,100,17,Fail,
2385,83,73,47,100,14,Fail,
2386,97,47,41,62,24,Fail,
2387,86,45,75,84,15,Pass,
2388,64,41,84,60,8,Fail,
2389,93,49,67,83,3,Pass,
2390,85,74,31,68,13,Fail,
2391,64,93,38,40,18,Fail,
2392,92,88,34,70,6,Fail,
2393,97,51,48,66,21,Fail,
2394,72,76,100,83,11,Fail,
2395,55,58,68,75,19,Fail,
2396,95,74,71,100,4,Pass,
2397,99,38,46,66,14,Fail,
2398,93,53,92,54,14,Fail,
2399,92,44,75,64,11,Pass,
2400,94,65,49,87,3,Fail,
2401,70,42,99,54,17,Fail,
2402,72,73,37,79,5,Fail,
2403,92,100,48,58,20,Fail,
2404,65,65,61,86,6,Fail,
2405,96,90,48,89,8,Fail,
2406,64,69,53,50,10,Fail,
2407,74,56,53,80,6,Fail,
2408,85,30,85,72,9,Pass,
2409,60,63,47,80,3,Fail,
2410,100,97,41,99,23,Fail,
2411,64,50,70,62,21,Fail,
2412,53,62,77,51,21,Fail,
2413,70,36,93,41,8,Fail,
2414,62,94,45,82,5,Fail,
2415,71,32,52,60,22,Fail,
2416,68,80,68,53,16,Fail,
2417,83,83,62,73,19,Pass,
2418,63,88,53,54,3,Fail,
2419,53,35,90,60,15,Fail,
2420,97,58,84,62,11,Pass,
2421,95,46,90,60,6,Pass,
2422,76,89,69,89,13,Pass,
2423,78,51,87,98,11,Pass,
2424,96,53,30,53,19,Fail,
2425,77,80,54,60,7,Fail,
2426,84,79,82,99,23,Pass,
2427,57,40,90,51,13,Fail,
2428,65,85,75,81,2,Fail,
2429,91,100,89,85,8,Pass,
2430,85,71,80,93,13,Pass,
2431,79,68,77,86,8,Pass,
2432,67,98,69,44,10,Fail,
2433,51,77,36,41,21,Fail,
2434,98,86,48,61,16,Fail,
2435,62,50,44,45,24,Fail,
2436,53,49,99,83,13,Fail,
2437,75,44,90,41,14,Fail,
2438,74,98,85,68,23,Fail,
2439,79,80,39,100,5,Fail,
2440,60,91,75,75,11,Fail,
2441,56,66,86,46,4,Fail,
2442,80,35,64,55,6,Fail,
2443,93,100,32,72,5,Fail,
2444,59,55,95,72,20,Fail,
2445,88,37,82,53,16,Fail,
2446,62,33,81,82,24,Fail,
2447,80,50,82,51,8,Fail,
2448,56,60,83,82,23,Fail,
2449,98,50,76,45,4,Fail,
2450,91,54,32,94,17,Fail,
2451,91,44,94,51,16,Fail,
2452,85,64,44,92,19,Fail,
2453,69,78,63,70,4,Fail,
2454,53,72,79,51,15,Fail,
2455,56,70,62,49,2,Fail,
2456,50,66,32,79,8,Fail,
2457,93,86,31,66,3,Fail,
2458,94,71,33,91,11,Fail,
2459,91,76,45,90,17,Fail,
2460,96,90,83,46,13,Fail,
2461,62,43,62,85,19,Fail,
2462,71,97,38,75,7,Fail,
2463,70,82,86,72,18,Fail,
2464,71,63,69,66,9,Fail,
2465,77,53,81,47,22,Fail,
2466,58,49,45,44,10,Fail,
2467,75,98,37,100,20,Fail,
2468,58,59,89,47,3,Fail,
2469,64,36,65,79,8,Fail,
2470,59,65,32,99,12,Fail,
2471,73,67,44,60,24,Fail,
2472,91,81,52,63,14,Fail,
2473,57,44,32,46,11,Fail,
2474,73,75,59,100,16,Fail,
2475,65,52,74,58,22,Fail,
2476,98,41,46,70,8,Fail,
2477,75,73,87,75,7,Pass,
2478,76,44,87,66,13,Pass,
2479,86,78,86,99,4,Pass,
2480,53,50,36,68,17,Fail,
2481,99,44,68,62,21,Pass,
2482,73,43,87,59,10,Fail,
2483,68,71,85,45,11,Fail,
2484,85,44,44,51,14,Fail,
2485,88,92,73,89,9,Pass,
2486,59,97,41,51,7,Fail,
2487,74,56,37,89,4,Fail,
2488,67,82,70,42,13,Fail,
2489,68,81,63,81,10,Fail,
2490,85,92,75,78,10,Pass,
2491,59,82,58,74,12,Fail,
2492,82,86,45,99,7,Fail,
2493,99,81,34,58,3,Fail,
2494,54,72,34,84,8,Fail,
2495,96,36,59,43,10,Fail,
2496,98,71,79,70,20,Pass,
2497,84,33,34,81,19,Fail,
2498,93,98,42,77,13,Fail,
2499,83,34,78,72,22,Pass,
2500,82,70,79,45,12,Fail,
2501,70,33,43,47,11,Fail,
2502,66,31,75,67,24,Fail,
2503,71,96,63,54,4,Fail,
2504,97,50,100,70,13,Pass,
2505,86,99,76,47,5,Fail,
2506,64,72,89,93,11,Fail,
2507,84,98,40,45,3,Fail,
2508,77,38,79,68,13,Pass,
2509,56,57,33,90,12,Fail,
2510,81,55,70,85,15,Pass,
2511,60,32,88,73,16,Fail,
2512,59,78,89,46,15,Fail,
2513,58,46,91,79,13,Fail,
2514,63,92,54,49,3,Fail,
2515,62,84,62,52,24,Fail,
2516,74,52,48,61,3,Fail,
2517,51,63,86,60,2,Fail,
2518,84,98,44,91,21,Fail,
2519,56,44,70,40,16,Fail,
2520,70,76,98,80,23,Fail,
2521,67,32,89,98,11,Fail,
2522,52,57,51,81,21,Fail,
2523,91,32,72,91,2,Pass,
2524,88,33,61,41,2,Fail,
2525,90,60,42,91,2,Fail,
2526,98,74,67,68,24,Pass,
2527,60,88,55,50,12,Fail,
2528,88,74,34,76,13,Fail,
2529,73,66,78,89,16,Fail,
2530,95,94,34,46,15,Fail,
2531,68,38,100,74,24,Fail,
2532,53,46,77,69,2,Fail,
2533,75,94,47,55,2,Fail,
2534,87,32,35,54,7,Fail,
2535,91,55,95,79,24,Pass,
2536,81,82,71,59,23,Fail,
2537,88,60,81,67,4,Pass,
2538,94,55,40,98,15,Fail,
2539,95,52,55,76,24,Fail,
2540,85,59,50,42,7,Fail,
2541,89,39,95,68,9,Pass,
2542,86,93,69,98,21,Pass,
2543,82,51,85,76,16,Pass,
2544,85,44,80,48,18,Fail,
2545,52,85,49,66,24,Fail,
2546,58,49,86,71,10,Fail,
2547,57,76,34,87,17,Fail,
2548,82,82,43,100,2,Fail,
2549,55,82,53,85,17,Fail,
2550,90,30,97,89,20,Pass,
2551,88,31,81,78,24,Pass,
2552,53,87,77,70,10,Fail,
2553,62,48,76,86,18,Fail,
2554,98,91,89,65,7,Pass,
2555,51,41,32,79,15,Fail,
2556,54,55,38,42,19,Fail,
2557,93,56,53,50,22,Fail,
2558,76,58,33,91,15,Fail,
2559,81,44,38,68,24,Fail,
2560,70,75,30,66,8,Fail,
2561,57,30,64,97,11,Fail,
2562,87,89,41,89,17,Fail,
2563,57,86,47,86,8,Fail,
2564,99,32,39,49,21,Fail,
2565,52,47,47,100,7,Fail,
2566,93,81,53,96,7,Fail,
2567,52,89,30,74,8,Fail,
2568,71,63,45,86,23,Fail,
2569,55,89,44,96,18,Fail,
2570,51,55,91,100,9,Fail,
2571,72,48,34,62,3,Fail,
2572,93,51,74,45,20,Fail,
2573,51,62,81,50,22,Fail,
2574,87,67,100,99,23,Pass,
2575,66,64,36,82,8,Fail,
2576,84,96,56,90,13,Fail,
2577,83,39,42,66,21,Fail,
2578,72,44,46,94,4,Fail,
2579,79,40,73,70,5,Pass,
2580,57,53,42,98,12,Fail,
2581,71,33,34,69,13,Fail,
2582,93,42,62,42,20,Fail,
2583,85,86,33,52,20,Fail,
2584,54,66,55,98,12,Fail,
2585,62,77,97,93,14,Fail,
2586,78,100,45,79,2,Fail,
2587,80,30,51,60,7,Fail,
2588,96,89,65,82,23,Pass,
2589,65,41,87,50,17,Fail,
2590,91,50,84,84,3,Pass,
2591,79,40,64,42,15,Fail,
2592,65,73,54,77,24,Fail,
2593,61,87,90,70,19,Fail,
2594,66,73,47,63,18,Fail,
2595,65,63,87,81,21,Fail,
2596,61,54,86,90,19,Fail,
2597,57,33,92,51,20,Fail,
2598,69,93,41,100,16,Fail,
2599,52,45,40,85,3,Fail,
2600,65,39,42,82,5,Fail,
2601,79,95,64,66,2,Pass,
2602,94,64,56,60,9,Fail,
2603,72,35,96,64,21,Fail,
2604,77,48,74,69,15,Pass,
2605,100,88,96,69,12,Pass,
2606,89,82,51,97,15,Fail,
2607,54,37,71,49,17,Fail,
2608,69,39,49,42,11,Fail,
2609,89,96,77,52,8,Fail,
2610,93,67,47,99,17,Fail,
2611,50,58,99,66,5,Fail,
2612,79,44,35,57,13,Fail,
2613,70,52,68,98,13,Fail,
2614,69,75,40,84,3,Fail,
2615,55,57,54,63,7,Fail,
2616,71,55,84,85,21,Fail,
2617,67,39,87,53,16,Fail,
2618,57,76,66,78,16,Fail,
2619,88,33,45,83,23,Fail,
2620,81,84,99,96,17,Pass,
2621,82,95,66,43,4,Fail,
2622,65,96,82,55,2,Fail,
2623,61,36,45,90,22,Fail,
2624,87,84,47,49,13,Fail,
2625,83,60,48,87,16,Fail,
2626,63,48,73,76,20,Fail,
2627,85,57,31,66,7,Fail,
2628,82,57,87,87,20,Pass,
2629,72,48,39,40,18,Fail,
2630,99,49,75,44,10,Fail,
2631,94,42,48,52,22,Fail,
2632,51,72,67,84,14,Fail,
2633,90,40,66,42,16,Fail,
2634,70,77,74,56,17,Fail,
2635,51,44,63,58,14,Fail,
2636,76,46,31,76,3,Fail,
2637,58,83,73,44,3,Fail,
2638,50,79,56,86,12,Fail,
2639,60,57,77,81,17,Fail,
2640,52,33,36,83,18,Fail,
2641,72,51,56,63,4,Fail,
2642,75,68,100,82,24,Pass,
2643,53,63,47,72,2,Fail,
2644,67,73,62,94,19,Fail,
2645,55,71,62,60,15,Fail,
2646,84,69,54,42,23,Fail,
2647,71,41,43,43,10,Fail,
2648,92,31,67,90,10,Pass,
2649,64,57,67,71,13,Fail,
2650,71,96,33,63,4,Fail,
2651,86,100,91,91,3,Pass,
2652,91,39,39,74,2,Fail,
2653,61,86,64,57,10,Fail,
2654,96,66,52,42,14,Fail,
2655,98,93,94,78,22,Pass,
2656,91,69,54,93,17,Fail,
2657,87,89,82,65,20,Pass,
2658,67,77,46,99,11,Fail,
2659,94,48,86,100,6,Pass,
2660,84,62,49,92,15,Fail,
2661,79,73,54,63,16,Fail,
2662,73,66,71,98,4,Fail,
2663,91,65,74,40,10,Fail,
2664,79,50,60,90,2,Pass,
2665,63,31,94,89,2,Fail,
2666,55,60,81,73,20,Fail,
2667,52,59,50,99,7,Fail,
2668,65,73,59,98,12,Fail,
2669,56,41,32,51,19,Fail,
2670,63,80,99,56,15,Fail,
2671,58,78,72,60,17,Fail,
2672,64,53,58,60,2,Fail,
2673,70,53,32,42,11,Fail,
2674,84,89,87,83,11,Pass,
2675,51,40,62,67,14,Fail,
2676,76,42,74,64,2,Pass,
2677,51,93,98,83,4,Fail,
2678,84,49,61,45,15,Fail,
2679,67,100,81,81,22,Fail,
2680,63,57,93,69,17,Fail,
2681,69,31,69,71,24,Fail,
2682,67,72,42,61,21,Fail,
2683,59,37,58,97,7,Fail,
2684,74,42,92,77,2,Fail,
2685,51,64,55,53,21,Fail,
2686,74,52,88,73,6,Fail,
2687,82,75,78,82,9,Pass,
2688,85,44,82,86,13,Pass,
2689,80,31,60,97,2,Pass,
2690,63,90,41,65,14,Fail,
2691,50,93,87,79,10,Fail,
2692,95,81,65,93,21,Pass,
2693,65,65,39,52,9,Fail,
2694,95,96,35,69,14,Fail,
2695,52,98,36,58,3,Fail,
2696,84,96,60,81,16,Pass,
2697,90,76,32,80,15,Fail,
2698,55,31,76,89,20,Fail,
2699,74,73,30,78,10,Fail,
2700,62,93,74,42,20,Fail,
2701,83,57,83,70,15,Pass,
2702,57,83,79,51,9,Fail,
2703,70,96,36,54,6,Fail,
2704,83,65,92,93,8,Pass,
2705,53,92,44,92,5,Fail,
2706,74,54,96,84,9,Fail,
2707,64,77,59,77,5,Fail,
2708,53,68,97,79,22,Fail,
2709,94,76,65,53,2,Fail,
2710,61,50,96,74,9,Fail,
2711,81,59,34,55,8,Fail,
2712,81,60,54,89,12,Fail,
2713,77,55,40,63,22,Fail,
2714,62,51,95,56,17,Fail,
2715,80,50,57,57,23,Fail,
2716,63,30,89,81,18,Fail,
2717,69,66,39,56,6,Fail,
2718,67,75,79,55,8,Fail,
2719,78,38,68,60,11,Pass,
2720,55,46,66,63,14,Fail,
2721,81,76,92,73,21,Pass,
2722,78,88,90,91,16,Pass,
2723,92,83,67,75,7,Pass,
2724,51,41,62,82,3,Fail,
2725,72,93,74,66,5,Fail,
2726,68,35,73,78,22,Fail,
2727,80,82,30,56,15,Fail,
2728,100,45,82,64,16,Pass,
2729,54,34,76,90,15,Fail,
2730,68,75,62,77,5,Fail,
2731,83,43,96,81,7,Pass,
2732,59,73,44,60,8,Fail,
2733,74,92,43,43,14,Fail,
2734,51,81,52,64,18,Fail,
2735,60,55,83,98,18,Fail,
2736,99,82,37,99,5,Fail,
2737,80,58,83,69,20,Pass,
2738,64,48,65,96,21,Fail,
2739,58,76,81,72,14,Fail,
2740,72,37,35,78,10,Fail,
2741,68,52,57,65,3,Fail,
2742,58,64,79,64,21,Fail,
2743,84,82,67,92,24,Pass,
2744,70,87,59,55,19,Fail,
2745,58,34,83,88,21,Fail,
2746,77,45,100,63,18,Pass,
2747,95,46,75,44,8,Fail,
2748,100,61,57,93,18,Fail,
2749,56,81,46,94,11,Fail,
2750,65,49,77,81,15,Fail,
2751,65,95,73,78,13,Fail,
2752,82,30,89,52,13,Fail,
2753,53,87,89,69,18,Fail,
2754,53,73,34,99,20,Fail,
2755,88,35,98,46,24,Fail,
2756,89,79,99,86,15,Pass,
2757,66,49,36,56,18,Fail,
2758,86,43,82,94,16,Pass,
2759,88,34,46,66,22,Fail,
2760,78,70,88,74,7,Pass,
2761,85,69,38,44,20,Fail,
2762,87,63,51,81,23,Fail,
2763,88,74,74,44,21,Fail,
2764,99,100,88,63,7,Pass,
2765,86,100,42,46,7,Fail,
2766,84,56,41,46,5,Fail,
2767,56,73,65,93,2,Fail,
2768,76,62,39,94,20,Fail,
2769,77,62,45,53,12,Fail,
2770,71,73,48,94,8,Fail,
2771,63,49,35,54,3,Fail,
2772,56,65,33,44,5,Fail,
2773,86,36,59,76,7,Fail,
2774,71,61,75,43,6,Fail,
2775,54,96,56,69,23,Fail,
2776,51,68,74,59,22,Fail,
2777,76,53,66,92,10,Pass,
2778,70,99,38,65,12,Fail,
2779,87,83,90,48,19,Fail,
2780,64,67,64,69,21,Fail,
2781,70,61,76,98,18,Fail,
2782,59,74,50,83,14,Fail,
2783,72,90,46,87,24,Fail,
2784,88,99,84,61,18,Pass,
2785,54,82,35,79,23,Fail,
2786,50,80,64,80,11,Fail,
2787,62,85,79,83,19,Fail,
2788,70,56,66,69,18,Fail,
2789,75,67,42,59,13,Fail,
2790,99,91,54,67,16,Fail,
2791,94,47,30,100,20,Fail,
2792,70,93,78,46,23,Fail,
2793,67,59,64,92,16,Fail,
2794,86,78,82,43,14,Fail,
2795,94,70,81,67,8,Pass,
2796,81,42,83,94,12,Pass,
2797,85,63,76,74,9,Pass,
2798,66,54,72,72,21,Fail,
2799,84,95,49,46,17,Fail,
2800,98,47,62,48,24,Fail,
2801,60,34,45,73,12,Fail,
2802,70,48,36,78,6,Fail,
2803,75,71,99,81,8,Pass,
2804,53,47,50,73,17,Fail,
2805,83,61,65,52,17,Fail,
2806,97,50,83,68,21,Pass,
2807,67,39,48,74,18,Fail,
2808,89,66,54,84,20,Fail,
2809,84,78,96,49,16,Fail,
2810,90,42,82,69,16,Pass,
2811,78,84,77,83,21,Pass,
2812,78,46,71,65,22,Pass,
2813,87,38,76,74,16,Pass,
2814,91,73,71,67,4,Pass,
2815,70,75,31,68,13,Fail,
2816,91,37,35,91,7,Fail,
2817,62,66,75,45,21,Fail,
2818,98,48,95,42,6,Fail,
2819,90,92,69,68,12,Pass,
2820,66,75,87,96,24,Fail,
2821,58,100,62,41,13,Fail,
2822,90,55,91,94,8,Pass,
2823,50,75,41,61,10,Fail,
2824,51,75,78,85,19,Fail,
2825,97,43,34,86,15,Fail,
2826,78,92,80,89,5,Pass,
2827,82,32,98,66,9,Pass,
2828,59,57,61,90,17,Fail,
2829,99,58,78,61,5,Pass,
2830,89,47,89,49,20,Fail,
2831,70,64,75,91,7,Fail,
2832,77,76,97,88,20,Pass,
2833,60,34,70,88,16,Fail,
2834,83,88,96,58,13,Fail,
2835,57,88,42,63,13,Fail,
2836,71,76,47,66,3,Fail,
2837,57,42,80,75,10,Fail,
2838,98,62,65,82,4,Pass,
2839,64,91,63,56,2,Fail,
2840,66,45,41,95,15,Fail,
2841,72,73,34,49,14,Fail,
2842,73,87,77,93,6,Fail,
2843,94,35,69,56,8,Fail,
2844,68,44,42,83,15,Fail,
2845,54,33,55,49,17,Fail,
2846,81,85,43,49,19,Fail,
2847,93,93,40,77,15,Fail,
2848,50,97,67,56,2,Fail,
2849,72,63,86,65,7,Fail,
2850,86,85,51,65,22,Fail,
2851,57,61,45,90,11,Fail,
2852,62,38,58,73,7,Fail,
2853,57,92,31,43,3,Fail,
2854,72,62,83,89,8,Fail,
2855,92,50,31,66,18,Fail,
2856,50,84,32,100,15,Fail,
2857,94,86,85,60,24,Pass,
2858,100,31,40,75,8,Fail,
2859,73,42,61,77,23,Fail,
2860,84,33,33,85,22,Fail,
2861,73,79,38,70,10,Fail,
2862,66,77,85,46,20,Fail,
2863,54,59,45,83,22,Fail,
2864,69,58,100,73,12,Fail,
2865,70,37,39,57,4,Fail,
2866,89,41,65,63,24,Pass,
2867,80,70,53,52,5,Fail,
2868,95,55,93,52,6,Fail,
2869,85,79,85,64,5,Pass,
2870,60,31,51,44,14,Fail,
2871,64,84,81,78,10,Fail,
2872,68,85,79,68,24,Fail,
2873,56,43,76,83,15,Fail,
2874,100,35,52,96,17,Fail,
2875,77,90,48,85,23,Fail,
2876,100,41,81,72,7,Pass,
2877,92,42,63,63,11,Pass,
2878,54,48,58,49,24,Fail,
2879,54,73,90,97,22,Fail,
2880,79,88,64,64,14,Pass,
2881,81,66,34,80,4,Fail,
2882,57,54,36,49,12,Fail,
2883,59,45,70,78,4,Fail,
2884,87,67,31,55,8,Fail,
2885,96,72,39,99,11,Fail,
2886,81,43,73,67,2,Pass,
2887,97,35,99,51,5,Fail,
2888,77,52,64,83,9,Pass,
2889,66,89,91,97,21,Fail,
2890,80,41,49,71,18,Fail,
2891,57,42,64,90,6,Fail,
2892,89,35,66,68,18,Pass,
2893,74,92,83,84,10,Fail,
2894,58,67,57,92,9,Fail,
2895,51,79,99,100,8,Fail,
2896,64,81,61,89,6,Fail,
2897,99,69,40,66,5,Fail,
2898,52,37,71,65,24,Fail,
2899,98,90,52,42,4,Fail,
2900,85,37,59,65,9,Fail,
2901,53,63,38,78,6,Fail,
2902,63,89,88,40,6,Fail,
2903,90,86,57,74,18,Fail,
2904,90,75,62,92,16,Pass,
2905,74,51,76,66,9,Fail,
2906,99,69,51,85,8,Fail,
2907,59,74,58,43,18,Fail,
2908,70,84,63,58,13,Fail,
2909,85,80,71,61,5,Pass,
2910,61,34,81,99,21,Fail,
2911,76,42,76,45,19,Fail,
2912,89,57,80,91,5,Pass,
2913,51,91,74,48,11,Fail,
2914,62,53,63,50,4,Fail,
2915,81,36,50,61,6,Fail,
2916,80,67,42,86,13,Fail,
2917,65,66,83,48,24,Fail,
2918,81,97,54,68,6,Fail,
2919,81,71,50,82,6,Fail,
2920,83,34,30,97,5,Fail,
2921,60,93,87,49,7,Fail,
2922,59,79,98,73,11,Fail,
2923,64,44,100,70,7,Fail,
2924,66,82,42,61,23,Fail,
2925,89,54,81,85,23,Pass,
2926,67,38,52,43,2,Fail,
2927,58,67,50,41,17,Fail,
2928,74,51,35,44,12,Fail,
2929,89,78,49,85,7,Fail,
2930,63,97,69,54,21,Fail,
2931,74,44,38,58,19,Fail,
2932,99,94,79,77,7,Pass,
2933,71,83,57,98,18,Fail,
2934,79,59,40,54,13,Fail,
2935,69,49,85,85,18,Fail,
2936,70,62,64,47,22,Fail,
2937,93,36,54,59,23,Fail,
2938,81,37,48,51,19,Fail,
2939,100,57,60,43,11,Fail,
2940,95,74,79,92,21,Pass,
2941,98,40,92,77,13,Pass,
2942,70,60,76,82,5,Fail,
2943,84,41,30,94,11,Fail,
2944,81,80,87,93,6,Pass,
2945,79,73,39,78,5,Fail,
2946,88,79,37,96,17,Fail,
2947,98,46,55,75,6,Fail,
2948,61,64,63,97,20,Fail,
2949,90,30,48,54,7,Fail,
2950,96,58,30,40,22,Fail,
2951,67,80,77,70,8,Fail,
2952,70,93,54,48,11,Fail,
2953,62,33,53,62,8,Fail,
2954,70,57,76,91,23,Fail,
2955,57,45,98,65,15,Fail,
2956,95,92,96,79,11,Pass,
2957,89,82,61,83,21,Pass,
2958,95,46,46,78,23,Fail,
2959,56,69,90,99,12,Fail,
2960,72,42,98,57,15,Fail,
2961,93,81,40,72,13,Fail,
2962,81,87,67,80,5,Pass,
2963,60,66,97,78,14,Fail,
2964,71,90,48,53,23,Fail,
2965,71,63,46,97,23,Fail,
2966,92,99,42,40,4,Fail,
2967,74,46,30,52,14,Fail,
2968,71,49,31,91,21,Fail,
2969,77,88,95,54,20,Fail,
2970,78,98,97,76,16,Pass,
2971,62,62,45,44,20,Fail,
2972,67,46,33,53,21,Fail,
2973,51,86,86,53,5,Fail,
2974,78,30,52,85,7,Fail,
2975,70,42,31,44,16,Fail,
2976,64,56,96,50,5,Fail,
2977,76,99,55,71,7,Fail,
2978,99,88,36,90,3,Fail,
2979,80,35,73,44,5,Fail,
2980,64,52,62,75,19,Fail,
2981,100,39,93,54,16,Fail,
2982,72,80,65,92,13,Fail,
2983,73,48,33,46,9,Fail,
2984,93,80,52,44,13,Fail,
2985,62,97,54,69,10,Fail,
2986,71,71,56,54,8,Fail,
2987,92,86,80,69,23,Pass,
2988,86,97,98,53,9,Fail,
2989,82,67,52,63,21,Fail,
2990,52,91,38,63,11,Fail,
2991,68,36,62,74,12,Fail,
2992,72,100,64,44,3,Fail,
2993,78,79,79,51,5,Fail,
2994,79,81,53,59,22,Fail,
2995,88,55,53,85,22,Fail,
2996,93,55,48,44,10,Fail,
2997,96,48,68,95,9,Pass,
2998,74,38,90,75,6,Fail,
2999,86,90,54,60,15,Fail,
3000,96,49,54,87,3,Fail,
3001,57,79,56,78,22,Fail,
3002,91,51,61,42,18,Fail,
3003,65,42,40,68,9,Fail,
3004,57,41,98,93,3,Fail,
3005,50,39,62,64,24,Fail,
3006,93,94,48,66,16,Fail,
3007,54,59,45,75,3,Fail,
3008,52,37,40,91,12,Fail,
3009,50,50,98,61,15,Fail,
3010,53,51,84,77,22,Fail,
3011,89,47,54,74,11,Fail,
3012,84,95,63,40,8,Fail,
3013,81,77,41,42,23,Fail,
3014,91,73,50,63,15,Fail,
3015,83,38,58,47,14,Fail,
3016,92,96,80,87,22,Pass,
3017,74,83,52,93,23,Fail,
3018,59,55,62,78,3,Fail,
3019,70,55,37,57,11,Fail,
3020,95,63,71,80,2,Pass,
3021,88,37,98,42,2,Fail,
3022,76,39,70,57,4,Fail,
3023,76,77,92,55,12,Fail,
3024,51,84,43,71,20,Fail,
3025,90,83,91,92,10,Pass,
3026,97,69,75,40,14,Fail,
3027,62,44,96,92,23,Fail,
3028,58,47,82,65,5,Fail,
3029,85,52,81,91,21,Pass,
3030,71,91,36,87,24,Fail,
3031,91,75,83,51,7,Fail,
3032,75,68,40,77,3,Fail,
3033,61,44,54,99,10,Fail,
3034,66,82,88,60,19,Fail,
3035,63,93,95,80,5,Fail,
3036,63,92,56,92,2,Fail,
3037,83,45,87,52,2,Fail,
3038,69,99,40,95,21,Fail,
3039,60,95,84,51,18,Fail,
3040,65,42,48,52,20,Fail,
3041,100,76,68,57,4,Fail,
3042,80,38,99,58,24,Fail,
3043,55,92,40,58,23,Fail,
3044,68,63,43,90,24,Fail,
3045,86,58,89,45,18,Fail,
3046,53,66,65,87,4,Fail,
3047,96,72,70,46,5,Fail,
3048,53,93,31,46,14,Fail,
3049,69,53,86,67,16,Fail,
3050,59,100,89,94,13,Fail,
3051,73,63,49,67,4,Fail,
3052,84,77,51,58,22,Fail,
3053,75,41,33,55,9,Fail,
3054,86,52,85,56,2,Fail,
3055,87,42,87,61,19,Pass,
3056,70,74,94,58,14,Fail,
